Country,Year,Disease Name,Disease Category,Prevalence Rate (%),Incidence Rate (%),Mortality Rate (%),Age Group,Gender,Population Affected,Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Treatment Type,Average Treatment Cost (USD),Availability of Vaccines/Treatment,Recovery Rate (%),DALYs,Improvement in 5 Years (%),Per Capita Income (USD),Education Index,Urbanization Rate (%)
USA,2021,Rabies,Metabolic,19.16,7.53,8.63,19-35,Other,44341,66.03,0.78,8.7,Medication,15195,Yes,93.79,2209,4.15,53867,0.43,83.58
USA,2023,Hepatitis,Chronic,19.88,5.87,7.82,36-60,Female,79375,88.34,4.35,9.15,Therapy,39241,No,62.33,1764,6.41,75550,0.41,33.25
USA,2022,Cancer,Viral,0.82,3.32,9.51,19-35,Male,738374,51.13,3.01,8.35,Surgery,12912,Yes,64.59,3045,1.86,27880,0.56,28.24
USA,2022,HIV/AIDS,Autoimmune,2.85,4.55,6.42,19-35,Other,969908,80.97,1.06,8.62,Vaccination,40548,No,98.65,1016,7.4,98971,0.54,30.19
USA,2020,Cancer,Viral,7.96,5.64,4.59,19-35,Other,741208,79.98,2.06,8.1,Surgery,35762,Yes,96.04,2829,3.26,5750,0.55,74.02
USA,2023,Malaria,Metabolic,3.42,6.24,9.67,36-60,Female,155823,82.54,3.43,8.33,Therapy,46442,No,83.83,57,6.73,64500,0.63,66.43
USA,2021,Hepatitis,Metabolic,18.06,0.51,9.41,61+,Female,587610,70.02,4.97,8.04,Vaccination,27385,Yes,87.29,2886,7.7,1520,0.49,63.52
USA,2022,Dengue,Cardiovascular,3.1,1.51,2.91,36-60,Female,486394,98.73,2.57,2.23,Therapy,40144,Yes,93.47,3760,3.63,91290,0.65,80.32
USA,2021,Rabies,Metabolic,18.93,1.01,9.47,19-35,Female,817934,52.0,3.39,4.83,Therapy,38136,Yes,76.09,511,3.84,58667,0.76,52.08
USA,2022,Leprosy,Respiratory,6.35,7.08,2.75,0-18,Male,419449,86.91,1.6,6.57,Medication,30347,Yes,65.91,191,8.81,64725,0.7,60.65
USA,2023,COVID-19,Autoimmune,16.58,2.26,4.32,0-18,Male,664750,81.39,4.19,7.84,Therapy,3722,No,64.62,3592,2.13,49686,0.56,43.38
USA,2020,HIV/AIDS,Viral,3.96,2.11,1.76,19-35,Female,800106,93.23,4.03,1.17,Vaccination,12597,No,80.14,2967,4.87,75108,0.75,30.64
USA,2020,Asthma,Genetic,4.78,7.49,8.36,36-60,Male,191096,84.47,4.55,6.54,Vaccination,22221,Yes,70.57,1110,1.8,59364,0.83,70.33
USA,2024,Rabies,Viral,10.96,14.17,6.66,19-35,Other,428470,66.26,3.55,1.07,Medication,32710,Yes,52.49,4966,8.7,73360,0.73,29.68
USA,2020,HIV/AIDS,Chronic,2.02,0.37,8.65,19-35,Male,252305,91.99,1.37,4.29,Surgery,7814,Yes,98.63,3658,1.42,79087,0.87,45.97
USA,2021,Zika,Bacterial,10.59,0.88,4.54,36-60,Female,433500,71.21,3.7,5.42,Medication,38555,No,95.51,3732,7.75,70609,0.87,68.37
USA,2021,Leprosy,Parasitic,5.26,9.42,6.26,0-18,Male,945162,82.88,3.58,4.77,Vaccination,36038,No,90.21,315,3.23,36427,0.84,73.9
USA,2024,Hepatitis,Genetic,5.51,5.95,2.99,0-18,Female,597641,95.63,2.9,1.26,Therapy,44841,Yes,93.14,574,5.0,94253,0.77,75.05
USA,2022,HIV/AIDS,Viral,2.26,12.19,8.59,19-35,Male,658152,64.24,2.35,1.46,Surgery,46543,No,51.61,1482,8.65,87139,0.65,54.9
USA,2022,Rabies,Chronic,17.28,7.45,0.76,36-60,Female,790029,79.23,0.62,4.68,Surgery,31397,No,58.7,4485,9.79,24641,0.87,33.62
USA,2021,COVID-19,Chronic,3.74,8.42,0.75,36-60,Female,776337,58.68,3.84,2.74,Therapy,30513,Yes,75.26,1840,8.06,35189,0.86,48.48
USA,2024,Leprosy,Neurological,9.04,8.69,2.1,61+,Male,743262,68.81,4.11,7.29,Therapy,37260,Yes,64.68,83,1.05,72489,0.72,78.76
USA,2022,Rabies,Neurological,2.46,7.52,4.11,61+,Male,322649,73.34,1.11,1.3,Vaccination,37309,Yes,63.64,275,5.52,25436,0.8,53.79
USA,2021,Alzheimer's Disease,Genetic,5.81,11.21,2.65,61+,Female,480203,75.8,1.27,8.37,Therapy,7204,Yes,79.86,4631,1.56,2437,0.66,36.9
USA,2021,Measles,Chronic,14.68,8.57,7.4,19-35,Female,76931,71.77,4.28,1.83,Surgery,29797,No,62.08,3571,8.44,33006,0.71,62.18
USA,2022,Hypertension,Cardiovascular,7.22,0.74,0.68,0-18,Other,985871,56.18,4.99,9.52,Surgery,42063,No,86.61,964,0.18,10927,0.85,54.16
USA,2020,Rabies,Metabolic,13.55,4.81,5.54,19-35,Female,573095,59.51,0.96,8.15,Vaccination,24407,No,87.96,4539,1.12,43391,0.67,86.69
USA,2022,Zika,Bacterial,10.96,9.45,2.31,61+,Female,381102,65.48,2.02,8.22,Therapy,49016,No,56.83,3433,9.99,45394,0.63,41.91
USA,2021,Leprosy,Genetic,4.77,6.23,4.78,36-60,Female,323988,60.3,1.86,1.68,Vaccination,4748,No,97.93,3241,9.01,85232,0.41,31.32
USA,2024,Measles,Viral,17.52,13.43,6.64,61+,Female,303535,87.68,4.8,3.24,Vaccination,15248,Yes,67.62,1170,4.02,53650,0.74,35.38
USA,2022,Diabetes,Viral,18.15,9.74,2.15,36-60,Female,390328,98.9,2.05,1.78,Medication,43151,Yes,66.84,467,4.52,21853,0.75,45.04
USA,2024,Hypertension,Bacterial,15.25,10.86,7.54,0-18,Other,376405,51.02,3.05,3.58,Medication,21058,No,75.16,1180,4.48,33794,0.77,26.33
USA,2022,COVID-19,Neurological,7.93,13.52,2.53,0-18,Other,432338,79.46,4.24,2.32,Medication,28653,Yes,51.6,2032,8.86,45439,0.48,80.59
USA,2020,Polio,Viral,3.03,3.57,1.7,36-60,Other,84187,71.78,2.4,2.3,Vaccination,32395,No,75.39,1176,4.42,99665,0.54,82.24
USA,2021,Malaria,Genetic,5.22,2.22,7.26,36-60,Male,440065,58.23,3.37,2.6,Medication,13701,No,63.42,4444,2.09,9014,0.62,47.82
USA,2021,Hypertension,Respiratory,17.47,6.45,8.19,0-18,Female,742234,96.84,4.75,3.28,Medication,46404,Yes,87.06,3302,6.31,7219,0.41,53.31
USA,2023,Leprosy,Cardiovascular,4.12,9.55,5.9,19-35,Other,139689,96.86,0.52,5.73,Surgery,33089,No,83.65,2586,9.02,57321,0.7,77.8
USA,2022,Ebola,Bacterial,3.12,6.17,5.69,0-18,Male,965277,53.17,4.66,9.58,Vaccination,48614,No,50.89,968,8.65,74187,0.54,62.72
USA,2024,COVID-19,Respiratory,17.78,7.02,0.21,19-35,Male,730908,84.11,2.56,2.99,Therapy,5421,No,70.9,2835,9.12,91512,0.74,74.66
USA,2024,Diabetes,Metabolic,8.8,8.72,5.81,0-18,Female,165670,88.0,1.99,1.53,Medication,36810,No,77.88,3783,7.6,89222,0.67,33.59
USA,2021,COVID-19,Parasitic,7.22,13.78,7.79,36-60,Female,247299,63.81,4.12,6.18,Surgery,11393,No,80.37,3904,4.31,5117,0.68,45.47
USA,2021,Zika,Bacterial,9.34,12.26,5.54,19-35,Other,471087,57.6,4.1,7.08,Surgery,47575,Yes,75.36,4525,8.69,78633,0.59,35.16
USA,2022,Hepatitis,Infectious,19.23,9.61,2.14,36-60,Female,915536,95.48,4.76,2.91,Surgery,40298,Yes,56.67,3853,4.88,25146,0.8,67.57
USA,2024,Cholera,Neurological,13.62,3.38,2.98,0-18,Other,621905,64.56,2.17,9.56,Therapy,9465,Yes,97.1,1163,5.97,94008,0.75,68.6
USA,2024,Cancer,Chronic,16.74,10.9,4.23,36-60,Male,78083,97.04,1.74,0.98,Surgery,43294,Yes,87.31,879,6.03,85822,0.44,42.2
USA,2020,COVID-19,Metabolic,18.87,11.03,1.13,0-18,Female,770626,87.91,2.64,4.97,Medication,45604,Yes,61.74,895,7.11,96081,0.83,37.06
USA,2020,Measles,Cardiovascular,12.82,1.79,1.14,19-35,Other,390610,87.74,0.84,2.13,Therapy,47792,No,86.89,3726,4.44,79264,0.52,79.4
USA,2020,COVID-19,Parasitic,5.92,9.43,9.04,61+,Female,143409,56.68,2.9,4.93,Vaccination,47608,Yes,75.72,3979,0.8,99211,0.42,55.65
USA,2022,Diabetes,Viral,16.5,3.75,6.44,19-35,Other,378805,88.92,4.48,8.47,Surgery,34051,No,91.0,1127,9.47,10017,0.42,78.06
USA,2024,Malaria,Metabolic,11.44,5.89,5.01,61+,Other,440969,54.85,4.59,9.0,Medication,23619,No,59.19,684,9.28,68920,0.51,62.07
USA,2020,Dengue,Infectious,10.84,4.29,5.07,36-60,Female,91352,57.85,3.55,4.0,Medication,4098,No,57.97,3381,4.42,91585,0.44,45.74
USA,2020,COVID-19,Metabolic,15.55,6.14,3.26,61+,Other,957344,50.81,0.68,9.53,Vaccination,39897,Yes,95.17,4697,9.83,89351,0.64,42.76
USA,2023,Rabies,Infectious,19.85,10.9,9.1,36-60,Other,661261,85.31,1.85,6.34,Therapy,3825,Yes,86.37,2876,1.81,75619,0.49,70.43
USA,2023,Cholera,Metabolic,4.04,7.77,5.41,19-35,Male,621633,94.58,1.59,7.25,Vaccination,28969,Yes,71.94,1782,0.3,45730,0.41,38.92
USA,2022,Hypertension,Autoimmune,15.0,8.23,6.28,36-60,Other,807305,88.17,3.79,1.63,Medication,37247,No,77.09,4550,6.81,58651,0.89,40.99
USA,2020,Alzheimer's Disease,Neurological,18.69,12.39,3.21,19-35,Other,607817,50.75,1.99,9.05,Surgery,49919,Yes,54.29,3806,3.76,18839,0.63,40.25
USA,2021,Influenza,Genetic,15.68,13.57,4.13,36-60,Other,768901,79.07,1.17,5.72,Vaccination,28901,Yes,79.82,1170,9.67,4044,0.79,59.67
USA,2021,Rabies,Parasitic,14.02,5.94,6.5,0-18,Other,926202,82.94,2.6,8.75,Vaccination,43677,Yes,72.82,2670,4.32,20174,0.47,79.81
USA,2022,Asthma,Metabolic,10.55,7.3,4.73,0-18,Female,735990,52.57,3.25,4.63,Medication,30776,Yes,79.33,4932,4.94,98157,0.48,29.16
USA,2024,Hepatitis,Neurological,5.67,9.75,7.54,61+,Other,49620,85.02,1.76,5.31,Therapy,44289,No,98.0,3610,9.7,69092,0.69,72.99
USA,2021,Cancer,Neurological,2.9,4.38,2.44,61+,Female,730528,50.84,3.33,9.41,Surgery,38181,No,51.91,2707,2.15,93364,0.42,36.1
USA,2020,Measles,Bacterial,18.64,10.79,2.44,36-60,Female,647118,84.82,0.84,2.42,Therapy,17052,Yes,64.6,957,8.97,71097,0.69,73.91
USA,2023,COVID-19,Infectious,4.87,8.34,9.28,61+,Male,252559,61.43,4.69,9.82,Therapy,49974,Yes,57.32,247,1.15,80968,0.89,76.92
USA,2020,Asthma,Viral,0.66,14.67,6.08,0-18,Other,450204,53.79,0.56,8.08,Vaccination,27521,Yes,97.73,3162,6.34,37564,0.62,20.76
USA,2020,Malaria,Cardiovascular,12.91,14.2,1.56,19-35,Female,707711,78.52,2.19,8.47,Therapy,26080,No,85.35,141,0.61,62887,0.7,49.6
USA,2021,Rabies,Viral,18.16,13.11,3.5,36-60,Male,336898,80.27,0.57,5.36,Therapy,5928,Yes,76.83,316,6.44,22705,0.79,32.29
USA,2022,Measles,Parasitic,7.33,0.53,4.72,61+,Male,567989,83.42,4.66,6.15,Surgery,39965,Yes,63.87,1134,3.05,63982,0.53,85.61
USA,2020,Malaria,Genetic,15.5,9.83,5.62,19-35,Female,219574,96.83,3.45,2.53,Medication,43449,No,85.25,2708,0.88,28304,0.84,89.23
USA,2020,Asthma,Neurological,11.7,11.14,8.89,36-60,Female,220618,98.23,1.37,4.82,Therapy,34474,No,74.48,3039,1.66,6665,0.6,41.71
USA,2020,Hypertension,Autoimmune,14.64,10.19,9.85,36-60,Male,472073,66.9,4.87,3.18,Medication,26004,No,67.42,2605,5.98,16677,0.61,68.52
USA,2021,Malaria,Parasitic,12.5,6.52,9.93,19-35,Male,637282,76.76,3.66,6.17,Medication,21805,Yes,64.74,939,4.96,31699,0.54,53.74
USA,2020,Dengue,Parasitic,7.8,3.14,8.83,36-60,Other,199991,64.96,4.19,7.41,Therapy,14150,Yes,56.52,4563,8.54,1747,0.5,28.47
USA,2024,Parkinson's Disease,Metabolic,17.5,5.01,2.67,36-60,Female,36200,58.68,0.83,6.65,Medication,41001,No,82.05,1707,9.54,41945,0.9,55.39
USA,2022,Influenza,Neurological,16.58,8.12,4.32,0-18,Other,80883,71.81,2.97,7.91,Vaccination,22056,Yes,84.79,1267,8.74,19033,0.72,69.07
USA,2020,Tuberculosis,Parasitic,3.99,14.53,1.62,19-35,Male,342382,58.73,3.11,8.56,Surgery,47940,Yes,77.8,4303,2.93,72382,0.55,86.9
USA,2024,Cholera,Autoimmune,19.91,12.15,2.81,19-35,Female,753339,50.27,2.46,8.6,Surgery,24865,Yes,71.06,3966,4.42,21198,0.45,79.25
USA,2021,Parkinson's Disease,Genetic,19.67,8.87,8.17,0-18,Other,497871,61.64,0.59,2.91,Vaccination,44560,Yes,95.06,1051,8.51,78059,0.71,59.05
USA,2022,Cholera,Cardiovascular,15.24,1.37,8.86,0-18,Male,922578,74.65,4.8,9.56,Therapy,10765,Yes,56.53,3529,7.34,16421,0.7,84.14
USA,2020,Cancer,Respiratory,6.63,0.46,1.35,19-35,Male,905751,97.23,1.06,0.9,Surgery,12304,No,54.44,4293,9.84,552,0.56,85.23
USA,2023,Alzheimer's Disease,Autoimmune,1.71,14.28,4.2,19-35,Other,46213,71.23,0.8,1.18,Therapy,7978,No,81.67,339,6.42,35572,0.79,62.88
USA,2021,Tuberculosis,Parasitic,4.73,13.24,8.12,36-60,Female,447100,63.17,1.14,9.48,Vaccination,45011,No,89.52,1115,8.83,13749,0.63,40.71
USA,2021,Cancer,Autoimmune,15.41,11.96,0.54,19-35,Other,744231,80.48,2.6,1.03,Therapy,24484,Yes,54.78,2658,5.13,76835,0.49,25.45
USA,2023,Dengue,Respiratory,7.2,10.38,2.53,61+,Male,915808,59.56,2.27,7.79,Vaccination,17059,No,78.62,1369,7.3,74027,0.7,60.09
USA,2020,Leprosy,Bacterial,7.1,12.65,1.51,61+,Other,520865,54.74,4.85,2.1,Surgery,22561,Yes,89.23,2366,5.36,33822,0.64,37.27
USA,2022,Dengue,Respiratory,15.26,4.49,2.65,0-18,Male,797675,99.07,1.3,4.0,Vaccination,13724,Yes,50.89,824,3.27,96737,0.49,88.64
USA,2022,Hepatitis,Parasitic,4.07,10.32,5.35,61+,Female,794095,89.43,4.55,6.35,Vaccination,13887,No,92.8,3456,5.62,99917,0.89,77.83
USA,2023,HIV/AIDS,Neurological,4.58,13.75,2.14,0-18,Other,33803,63.36,4.27,9.14,Medication,14197,No,82.74,3666,4.13,41752,0.65,55.43
USA,2023,Hypertension,Chronic,13.42,5.78,0.25,61+,Female,320793,70.26,1.95,1.82,Therapy,45895,No,60.28,1533,4.13,78857,0.87,35.86
USA,2023,COVID-19,Parasitic,7.54,6.36,5.76,61+,Male,275522,70.46,1.27,8.47,Medication,13420,Yes,66.01,4762,0.01,14717,0.79,58.92
USA,2020,Asthma,Neurological,11.32,10.34,8.04,61+,Male,938842,74.44,3.58,5.86,Medication,17592,No,64.71,3854,8.26,61131,0.41,23.85
USA,2022,Rabies,Genetic,19.35,6.45,3.45,61+,Male,282518,56.09,4.66,6.33,Therapy,9539,Yes,94.64,2230,8.29,5840,0.8,41.21
USA,2024,Leprosy,Autoimmune,10.22,0.23,6.17,36-60,Male,802123,99.59,2.69,0.8,Medication,10842,Yes,81.54,4160,8.21,79527,0.69,42.1
USA,2024,Measles,Cardiovascular,6.3,13.93,3.79,0-18,Female,566514,94.64,2.46,3.46,Medication,16926,No,84.26,4740,4.4,51852,0.88,68.92
USA,2024,Hypertension,Parasitic,9.23,0.34,7.76,19-35,Other,512527,98.45,3.96,0.56,Vaccination,42609,Yes,94.39,1220,5.62,82617,0.78,20.2
USA,2024,COVID-19,Respiratory,12.38,3.71,4.83,0-18,Female,346501,97.44,3.15,6.37,Surgery,21538,No,68.62,1444,1.63,90419,0.69,88.57
USA,2024,Alzheimer's Disease,Parasitic,8.17,8.31,3.55,0-18,Female,237902,50.02,0.6,8.4,Vaccination,23559,No,51.06,2668,4.29,22825,0.76,70.6
USA,2024,Tuberculosis,Respiratory,10.41,5.51,2.5,19-35,Male,764148,90.81,4.6,5.17,Medication,32043,Yes,81.53,446,0.56,43432,0.86,51.64
USA,2020,Diabetes,Respiratory,6.82,4.87,4.18,61+,Other,980571,88.32,0.79,1.26,Medication,45481,No,91.92,4049,3.33,92703,0.53,50.9
USA,2023,Ebola,Respiratory,10.36,10.85,5.84,0-18,Female,480564,62.01,1.87,5.39,Therapy,32711,Yes,82.6,3739,6.8,1945,0.46,46.79
USA,2022,Cancer,Autoimmune,3.09,2.92,2.07,61+,Other,202519,59.65,1.66,4.65,Therapy,40435,No,94.5,4879,4.52,92334,0.49,53.66
USA,2024,Alzheimer's Disease,Autoimmune,17.21,13.34,1.0,36-60,Other,666472,91.75,2.54,4.44,Vaccination,23377,No,88.83,3065,0.51,97419,0.8,23.6
USA,2021,Influenza,Parasitic,12.63,5.1,9.91,19-35,Other,817580,61.31,1.29,2.87,Medication,21877,No,50.69,2014,9.39,18878,0.43,67.8
USA,2023,Influenza,Bacterial,6.09,0.2,2.8,19-35,Female,968524,69.63,2.59,9.05,Surgery,10238,Yes,98.26,1817,0.06,44303,0.48,24.74
USA,2021,Cholera,Genetic,1.33,13.31,0.58,0-18,Other,858530,82.44,1.66,2.72,Therapy,47556,No,64.99,4391,9.24,53203,0.71,86.42
USA,2021,Hepatitis,Autoimmune,9.51,3.33,3.83,19-35,Male,769434,74.56,0.63,2.4,Therapy,16730,No,81.84,3481,6.53,48444,0.63,23.73
USA,2020,COVID-19,Genetic,1.45,2.09,8.68,0-18,Female,456235,84.24,4.01,4.95,Medication,10197,No,76.35,4562,0.22,60375,0.65,23.36
USA,2023,Ebola,Neurological,14.7,4.79,8.33,36-60,Other,721885,98.95,0.65,2.7,Therapy,36178,No,64.34,860,0.26,88552,0.85,39.68
USA,2022,Tuberculosis,Cardiovascular,3.99,3.38,1.55,0-18,Other,281870,55.63,1.79,0.8,Medication,11382,Yes,72.08,1838,1.69,16746,0.86,36.86
USA,2021,HIV/AIDS,Parasitic,3.4,9.29,0.48,61+,Female,339464,73.95,3.68,8.59,Vaccination,12485,No,97.54,1563,9.69,27982,0.77,58.52
USA,2023,Alzheimer's Disease,Metabolic,18.96,9.16,2.58,19-35,Other,380331,66.24,3.73,1.84,Surgery,28049,Yes,79.73,1588,3.15,56701,0.61,57.16
USA,2020,Hepatitis,Bacterial,0.66,8.81,9.41,36-60,Male,666618,58.77,2.9,3.7,Vaccination,33217,Yes,60.84,3493,7.88,76034,0.4,74.16
USA,2020,Measles,Genetic,7.43,5.57,3.3,61+,Male,343539,56.09,4.78,5.41,Surgery,38669,No,70.25,2862,1.8,64791,0.44,41.83
USA,2023,Asthma,Bacterial,9.07,8.18,2.25,61+,Female,472769,50.29,1.48,1.12,Therapy,25665,Yes,50.28,668,9.35,42323,0.9,52.77
USA,2024,Diabetes,Infectious,2.01,8.72,2.38,61+,Other,281090,75.22,2.57,6.04,Surgery,43344,No,51.34,2053,5.79,89163,0.67,77.66
USA,2020,HIV/AIDS,Respiratory,1.99,6.54,4.36,0-18,Female,517311,75.14,4.35,3.0,Therapy,18081,No,64.41,3292,3.42,19989,0.69,52.25
USA,2020,Leprosy,Respiratory,5.59,2.22,4.01,61+,Male,199545,63.58,4.78,4.2,Medication,35003,No,79.02,2727,5.47,27441,0.7,43.32
USA,2021,Ebola,Chronic,15.98,7.33,1.48,0-18,Male,911054,61.92,4.02,8.0,Therapy,49456,No,63.97,4309,0.19,73442,0.8,28.0
USA,2021,Zika,Autoimmune,12.37,9.63,6.84,0-18,Female,763241,89.75,3.43,0.88,Therapy,42657,No,53.97,3641,1.36,87858,0.71,53.44
USA,2022,Dengue,Neurological,15.06,4.56,8.65,0-18,Female,442843,55.71,1.97,6.42,Surgery,49298,No,70.81,4748,7.93,83552,0.88,61.01
USA,2021,Influenza,Bacterial,12.67,2.37,3.43,61+,Female,624931,99.83,2.04,7.13,Vaccination,34491,Yes,95.59,2101,4.95,42730,0.64,27.12
USA,2023,COVID-19,Infectious,18.71,6.72,4.71,19-35,Male,679275,57.1,3.09,3.29,Vaccination,39095,Yes,92.85,4731,3.97,37038,0.68,39.41
USA,2023,Asthma,Parasitic,1.85,7.52,6.35,0-18,Female,149996,66.98,0.89,6.52,Surgery,33897,Yes,60.15,3948,5.61,30828,0.47,36.93
USA,2024,Asthma,Metabolic,7.05,5.05,3.05,19-35,Female,581920,95.27,2.59,5.55,Medication,35466,No,61.3,3664,3.99,51125,0.57,41.75
USA,2021,Influenza,Chronic,12.53,2.98,8.2,19-35,Other,564367,50.71,3.27,3.02,Therapy,49832,No,67.62,4133,2.1,33213,0.53,29.02
USA,2022,Leprosy,Respiratory,18.67,10.81,1.67,19-35,Other,793257,91.67,4.57,9.34,Medication,25902,Yes,88.71,3071,0.09,87806,0.65,20.74
USA,2024,Zika,Cardiovascular,8.21,14.1,4.47,36-60,Male,580738,95.33,3.43,1.84,Vaccination,18934,Yes,74.35,4277,0.85,24545,0.67,53.89
USA,2024,Diabetes,Metabolic,11.56,1.72,5.99,61+,Female,515243,83.67,3.64,7.32,Surgery,3389,No,85.91,2655,9.59,69564,0.84,35.19
USA,2021,Malaria,Autoimmune,1.27,9.8,3.37,0-18,Male,938610,76.71,1.59,8.38,Surgery,9058,No,65.99,2022,8.44,49902,0.46,61.99
USA,2024,Asthma,Chronic,6.56,11.2,0.79,19-35,Other,159314,60.26,0.95,4.39,Surgery,10510,No,73.09,1635,6.16,58309,0.4,85.58
USA,2020,Malaria,Metabolic,5.56,1.37,2.26,61+,Female,873052,62.88,0.89,3.43,Surgery,45443,Yes,58.74,737,7.77,75867,0.7,32.3
USA,2023,Leprosy,Cardiovascular,2.62,11.02,6.49,61+,Female,214802,66.18,2.66,2.01,Medication,7456,No,83.49,4765,0.17,79058,0.85,77.65
USA,2020,Cancer,Autoimmune,18.31,14.2,2.72,19-35,Male,137102,95.87,3.52,4.07,Vaccination,13108,No,50.94,2420,1.81,20135,0.41,54.37
USA,2020,Ebola,Parasitic,11.63,3.99,3.37,61+,Other,17691,89.6,1.35,2.14,Medication,35208,Yes,97.29,1338,4.78,19033,0.43,74.02
USA,2022,Tuberculosis,Metabolic,13.83,10.24,3.2,61+,Female,703724,86.97,4.23,4.46,Vaccination,28292,No,52.43,2348,2.67,54093,0.83,85.73
USA,2023,Rabies,Parasitic,17.82,3.94,5.06,61+,Male,163113,92.25,0.68,5.38,Surgery,32861,Yes,53.24,1885,8.8,3217,0.55,32.12
USA,2024,Tuberculosis,Viral,16.54,5.31,9.01,0-18,Male,12519,51.87,0.58,5.56,Medication,41361,Yes,78.36,4172,0.45,76966,0.55,48.25
USA,2022,Malaria,Parasitic,8.64,13.36,5.89,19-35,Other,236711,86.82,4.41,5.97,Vaccination,7919,No,66.24,887,5.03,92237,0.47,30.13
USA,2023,Rabies,Parasitic,16.4,1.0,1.2,0-18,Male,186557,92.03,4.85,7.25,Vaccination,29526,No,65.63,2256,0.15,3992,0.52,76.24
USA,2021,Cholera,Metabolic,13.14,3.6,7.01,36-60,Female,959874,97.19,0.73,6.6,Therapy,38560,No,87.5,2307,0.46,32096,0.68,76.22
USA,2022,Polio,Chronic,9.23,5.83,8.62,19-35,Male,635861,83.08,3.75,2.85,Medication,38959,No,78.82,2224,3.02,67526,0.63,52.55
USA,2024,Dengue,Parasitic,5.47,11.26,7.84,0-18,Female,870386,60.88,3.21,4.15,Surgery,13451,Yes,66.44,1849,7.83,30896,0.44,49.26
USA,2022,Diabetes,Metabolic,6.17,14.58,9.41,19-35,Other,148577,82.3,2.95,2.43,Therapy,5369,Yes,90.46,4797,8.8,31922,0.69,29.32
USA,2020,Cholera,Viral,8.99,13.44,4.15,61+,Female,196024,64.82,3.67,9.99,Medication,21619,No,78.2,2143,6.68,40503,0.89,52.48
USA,2020,Alzheimer's Disease,Autoimmune,11.64,13.49,5.98,19-35,Male,590070,88.74,4.31,6.77,Medication,266,No,66.05,3414,8.82,45759,0.87,23.95
USA,2022,Tuberculosis,Genetic,13.31,7.66,4.71,0-18,Female,735356,83.92,0.95,5.4,Medication,22344,No,82.76,3987,8.55,53789,0.77,46.05
USA,2020,Hepatitis,Bacterial,12.43,10.96,3.11,19-35,Female,559063,65.95,0.92,2.04,Vaccination,38447,Yes,83.29,4657,7.4,39762,0.62,48.73
USA,2020,Ebola,Cardiovascular,16.71,1.42,0.31,0-18,Female,323338,58.91,0.71,7.34,Medication,36469,No,91.32,519,5.07,51567,0.84,89.81
USA,2024,Influenza,Chronic,8.14,8.02,3.29,61+,Female,433370,60.18,0.98,9.47,Therapy,11560,Yes,86.4,4656,8.76,48926,0.77,68.33
USA,2022,Hypertension,Parasitic,16.82,1.24,9.33,19-35,Other,207269,93.32,0.71,6.11,Surgery,9230,No,85.5,3450,3.04,86976,0.53,42.87
USA,2024,Dengue,Chronic,13.17,10.98,9.13,19-35,Male,963167,61.5,4.37,2.39,Therapy,8730,Yes,84.35,736,0.07,92370,0.83,73.86
USA,2022,Zika,Genetic,5.22,3.75,2.92,61+,Male,636358,96.68,1.25,1.85,Therapy,44888,Yes,58.71,476,5.16,92792,0.83,85.29
USA,2024,Dengue,Metabolic,13.95,9.35,7.23,36-60,Other,223469,96.48,2.76,2.83,Therapy,20368,Yes,61.99,3984,2.31,78125,0.55,23.05
USA,2022,Zika,Chronic,10.37,2.44,4.19,0-18,Female,372287,90.99,1.22,3.43,Surgery,4383,Yes,56.85,2194,4.06,1968,0.77,52.8
USA,2021,Dengue,Infectious,8.64,13.92,6.05,36-60,Other,241150,67.5,4.78,4.59,Vaccination,27582,No,56.18,4618,6.52,95195,0.47,29.59
USA,2020,Leprosy,Autoimmune,13.78,5.23,8.09,36-60,Female,743290,93.8,3.22,9.11,Therapy,41396,No,92.34,1073,2.46,36567,0.4,60.5
USA,2021,Polio,Parasitic,17.04,13.96,7.05,0-18,Male,692635,96.82,1.12,7.04,Therapy,15588,Yes,85.89,3145,0.53,50605,0.45,47.82
USA,2022,Ebola,Respiratory,0.18,13.84,2.52,0-18,Female,980097,66.84,2.71,9.73,Vaccination,44678,Yes,84.04,4711,6.61,51029,0.85,29.18
USA,2022,Leprosy,Viral,7.37,0.19,0.5,0-18,Female,200490,81.82,4.36,5.95,Medication,11096,No,82.56,3422,9.15,19044,0.69,45.79
USA,2021,Diabetes,Bacterial,18.43,11.23,9.75,19-35,Male,638150,70.68,4.35,4.28,Vaccination,32777,Yes,64.06,952,5.7,89410,0.86,76.36
USA,2020,Leprosy,Respiratory,18.6,12.6,2.68,36-60,Male,713443,69.51,1.34,8.48,Medication,9012,Yes,91.47,767,1.81,94452,0.45,88.42
USA,2024,Cholera,Chronic,15.09,12.09,6.21,36-60,Other,68240,96.06,1.98,3.39,Surgery,32188,No,96.55,4895,5.58,31103,0.46,66.49
USA,2023,Malaria,Autoimmune,15.53,1.01,9.42,0-18,Female,938539,90.04,3.8,9.64,Surgery,44363,Yes,83.77,2604,2.72,53516,0.76,24.03
USA,2024,Malaria,Autoimmune,18.3,7.21,8.46,0-18,Other,739696,57.1,0.72,3.59,Surgery,37534,Yes,72.22,2990,2.02,18165,0.65,45.83
USA,2024,Measles,Cardiovascular,1.67,0.23,7.57,0-18,Other,591298,84.58,4.25,8.92,Surgery,7556,Yes,67.48,4881,9.56,75099,0.79,53.24
